Confidence
0.6506906747817993
0.44686228036880493
0.6971384882926941
0.7396102547645569
0.8720698952674866
0.9050785303115845
0.8873482346534729
0.8998086452484131
0
0
Mean
0.6098607003688812
Median
0.7396102547645569
